SITE_ID,VISIT_NO,EPA_REG,ECO_LEV_3,NUT_REG,ECO_NUTA,LAKE_ORIGIN,ECO3_X_ORIGIN,HUC_2,HUC_8
NLA06608-0900,1,Region_5,72,IX,IX,MAN-MADE,PLNLOW MAN-MADE,5,5120115
NLA06608-0904,1,Region_7,47,VI,VI,NATURAL,PLNLOW NATURAL,10,10230001
NLA06608-0905,1,Region_9,5,II,II,MAN-MADE,WMTNS MAN-MADE,16,16050101
NLA06608-0906,1,Region_8,17,II,II,NATURAL,WMTNS NATURAL,17,17040103
NLA06608-0913,1,Region_1,58,VIII,VIII,NATURAL,EHIGH NATURAL,1,1010002
NLA06608-0914,1,Region_1,82,VIII,VIII,NATURAL,EHIGH NATURAL,1,1050002
NLA06608-0915,1,Region_5,51,VII,VII,NATURAL,PLNLOW NATURAL,9,9020301
NLA06608-0916,1,Region_8,21,II,II,MAN-MADE,WMTNS MAN-MADE,11,11020002
NLA06608-0918,1,Region_1,58,VIII,VIII,NATURAL,EHIGH NATURAL,1,1030001
NLA06608-0921,1,Region_4,45,IX,IX,MAN-MADE,EHIGH MAN-MADE,3,3020201
NLA06608-0922,1,Region_8,43,IV,IVman,MAN-MADE,PLNLOW MAN-MADE,10,10090206
NLA06608-0924,1,Region_7,44,IV,IVnat,NATURAL,PLNLOW NATURAL,10,10150004
NLA06608-0925,1,Region_9,14,III,III,MAN-MADE,WMTNS MAN-MADE,15,15010015
NLA06608-0926,1,Region_5,50,VIII,VIII,NATURAL,PLNLOW NATURAL,7,7030002
NLA06608-0927,1,Region_8,20,III,III,NATURAL,WMTNS NATURAL,14,14060002
NLA06608-0929,1,Region_8,17,II,II,MAN-MADE,WMTNS MAN-MADE,17,17010202
NLA06608-0930,1,Region_1,58,VIII,VIII,NATURAL,EHIGH NATURAL,1,1070002
NLA06608-0933,1,Region_10,11,II,II,MAN-MADE,WMTNS MAN-MADE,17,17050116
NLA06608-0934,1,Region_10,4,II,II,NATURAL,WMTNS NATURAL,17,17090001
NLA06608-0935,1,Region_5,51,VII,VII,NATURAL,PLNLOW NATURAL,7,7020012
NLA06608-0938,1,Region_5,56,VII,VII,NATURAL,PLNLOW NATURAL,4,4060102
NLA06608-0940,1,Region_7,25,V,V,MAN-MADE,PLNLOW MAN-MADE,10,10180009
NLA06608-0942,1,Region_5,50,VIII,VIII,NATURAL,PLNLOW NATURAL,7,7010102
NLA06608-0943,1,Region_4,66,XI,XI,MAN-MADE,EHIGH MAN-MADE,6,6020003
NLA06608-0944,1,Region_8,42,V,V,MAN-MADE,PLNLOW MAN-MADE,10,10050004
NLA06608-0946,1,Region_1,59,XIV,CPL,MAN-MADE,EHIGH MAN-MADE,1,1100002
NLA06608-0950,1,Region_8,18,III,III,MAN-MADE,WMTNS MAN-MADE,10,10080001
NLA06608-0955,1,Region_8,21,II,II,MAN-MADE,WMTNS MAN-MADE,10,10190009
NLA06608-0957,1,Region_3,70,XI,XI,MAN-MADE,EHIGH MAN-MADE,5,5020002
NLA06608-0958,1,Region_5,50,VIII,VIII,NATURAL,PLNLOW NATURAL,7,7010103
NLA06608-0961,1,Region_10,15,II,II,NATURAL,WMTNS NATURAL,17,17010303
NLA06608-0962,1,Region_8,19,II,II,MAN-MADE,WMTNS MAN-MADE,16,16010203
NLA06608-0967,1,Region_8,42,V,V,MAN-MADE,PLNLOW MAN-MADE,10,10140101
NLA06608-0968,1,Region_7,47,VI,VI,NATURAL,PLNLOW NATURAL,7,7100006
NLA06608-0970,1,Region_8,17,II,II,NATURAL,WMTNS NATURAL,14,14040102
NLA06608-0971,1,Region_5,55,VI,VI,MAN-MADE,PLNLOW MAN-MADE,5,5120201
NLA06608-0972,1,Region_6,27,V,V,MAN-MADE,PLNLOW MAN-MADE,11,11100301
NLA06608-0974,1,Region_5,50,VIII,VIII,NATURAL,PLNLOW NATURAL,4,4030107
NLA06608-0979,1,Region_8,17,II,II,MAN-MADE,WMTNS MAN-MADE,10,10120109
NLA06608-0980,1,Region_5,72,IX,IX,MAN-MADE,PLNLOW MAN-MADE,5,5140203
NLA06608-0982,1,Region_1,58,VIII,VIII,NATURAL,EHIGH NATURAL,1,1080101
NLA06608-0984,1,Region_6,35,IX,IX,MAN-MADE,PLNLOW MAN-MADE,11,11140106
NLA06608-0986,1,Region_4,65,IX,IX,MAN-MADE,PLNLOW MAN-MADE,3,3170007
NLA06608-0987,1,Region_5,56,VII,VII,NATURAL,PLNLOW NATURAL,4,4050001
NLA06608-0989,1,Region_3,45,IX,IX,MAN-MADE,EHIGH MAN-MADE,3,3010201
NLA06608-0990,1,Region_5,50,VIII,VIII,NATURAL,PLNLOW NATURAL,7,7010104
NLA06608-0993,1,Region_2,58,VIII,VIII,NATURAL,EHIGH NATURAL,4,4150305
NLA06608-0994,1,Region_1,58,VIII,VIII,NATURAL,EHIGH NATURAL,1,1070003
NLA06608-0996,1,Region_6,26,IV,IVman,MAN-MADE,PLNLOW MAN-MADE,11,11080002
NLA06608-0997,1,Region_1,83,VII,VII,NATURAL,EHIGH NATURAL,2,2010001
NLA06608-1001,1,Region_4,65,IX,IX,MAN-MADE,PLNLOW MAN-MADE,3,3050104
NLA06608-1002,1,Region_8,43,IV,IVman,MAN-MADE,PLNLOW MAN-MADE,10,10040101
NLA06608-1003,1,Region_5,56,VII,VII,NATURAL,PLNLOW NATURAL,4,4050001
NLA06608-1005,1,Region_3,45,IX,IX,MAN-MADE,EHIGH MAN-MADE,2,2080106
NLA06608-1006,1,Region_8,42,V,V,NATURAL,PLNLOW NATURAL,10,10130103
NLA06608-1007,1,Region_5,55,VI,VI,MAN-MADE,PLNLOW MAN-MADE,5,5090201
NLA06608-1008,1,Region_8,42,V,V,MAN-MADE,PLNLOW MAN-MADE,10,10030205
NLA06608-1010,1,Region_1,59,XIV,CPL,MAN-MADE,EHIGH MAN-MADE,1,1100005
NLA06608-1012,1,Region_7,40,IX,IX,MAN-MADE,PLNLOW MAN-MADE,10,10280102
NLA06608-1014,1,Region_5,56,VII,VII,NATURAL,PLNLOW NATURAL,4,4080203
NLA06608-1015,1,Region_7,47,VI,VI,NATURAL,PLNLOW NATURAL,7,7100002
NLA06608-1016,1,Region_6,29,IX,IX,MAN-MADE,PLNLOW MAN-MADE,11,11100303
NLA06608-1018,1,Region_5,50,VIII,VIII,NATURAL,PLNLOW NATURAL,4,4010101
NLA06608-1022,1,Region_8,42,V,V,NATURAL,PLNLOW NATURAL,10,10160002
NLA06608-1024,1,Region_8,46,VI,VI,NATURAL,PLNLOW NATURAL,9,9010004
NLA06608-1034,1,Region_5,56,VII,VII,NATURAL,PLNLOW NATURAL,4,4090003
NLA06608-1035,1,Region_7,47,VI,VI,NATURAL,PLNLOW NATURAL,7,7100002
NLA06608-1036,1,Region_7,40,IX,IX,NATURAL,PLNLOW NATURAL,10,10270104
NLA06608-1037,1,Region_2,84,XIV,CPL,MAN-MADE,PLNLOW MAN-MADE,2,2030104
NLA06608-1038,1,Region_5,50,VIII,VIII,NATURAL,PLNLOW NATURAL,9,9030001
NLA06608-1039,1,Region_4,45,IX,IX,MAN-MADE,EHIGH MAN-MADE,3,3130005
NLA06608-1041,1,Region_10,10,III,III,NATURAL,WMTNS NATURAL,17,17020012
NLA06608-1044,1,Region_4,65,IX,IX,MAN-MADE,PLNLOW MAN-MADE,6,6040001
NLA06608-1045,1,Region_2,83,VII,VII,NATURAL,EHIGH NATURAL,4,4140201
NLA06608-1047,1,Region_6,35,IX,IX,MAN-MADE,PLNLOW MAN-MADE,12,12020005
NLA06608-1052,1,Region_7,27,V,V,MAN-MADE,PLNLOW MAN-MADE,10,10260012
NLA06608-1055,1,Region_5,70,XI,XI,MAN-MADE,EHIGH MAN-MADE,5,5040005
NLA06608-1056,1,Region_7,39,XI,XI,MAN-MADE,EHIGH MAN-MADE,7,7140103
NLA06608-1057,1,Region_10,77,II,II,NATURAL,WMTNS NATURAL,17,17030001
NLA06608-1058,1,Region_10,4,II,II,NATURAL,WMTNS NATURAL,18,18010203
NLA06608-1059,1,Region_5,53,VII,VII,NATURAL,PLNLOW NATURAL,4,4030204
NLA06608-1060,1,Region_5,72,IX,IX,MAN-MADE,PLNLOW MAN-MADE,5,5140204
NLA06608-1060,2,Region_5,72,IX,IX,MAN-MADE,PLNLOW MAN-MADE,5,5140204
NLA06608-1070,1,Region_8,46,VI,VI,NATURAL,PLNLOW NATURAL,9,9020105
NLA06608-1073,1,Region_10,11,II,II,NATURAL,WMTNS NATURAL,17,17060105
NLA06608-1075,1,Region_5,51,VII,VII,NATURAL,PLNLOW NATURAL,7,7070002
NLA06608-1083,1,Region_8,25,V,V,MAN-MADE,PLNLOW MAN-MADE,10,10190003
NLA06608-1086,1,Region_8,42,V,V,NATURAL,PLNLOW NATURAL,10,10160001
NLA06608-1087,1,Region_4,45,IX,IX,MAN-MADE,EHIGH MAN-MADE,3,3050107
NLA06608-1089,1,Region_8,15,II,II,NATURAL,WMTNS NATURAL,17,17010208
NLA06608-1091,1,Region_8,42,V,V,NATURAL,PLNLOW NATURAL,10,10130103
NLA06608-1096,1,Region_7,42,V,V,MAN-MADE,PLNLOW MAN-MADE,10,10150007
NLA06608-1100,1,Region_7,40,IX,IX,MAN-MADE,PLNLOW MAN-MADE,10,10270104
NLA06608-1101,1,Region_2,58,VIII,VIII,MAN-MADE,EHIGH MAN-MADE,2,2020007
NLA06608-1102,1,Region_5,50,VIII,VIII,NATURAL,PLNLOW NATURAL,9,9030001
NLA06608-1103,1,Region_5,55,VI,VI,MAN-MADE,PLNLOW MAN-MADE,5,5060001
NLA06608-1107,1,Region_8,42,V,V,NATURAL,PLNLOW NATURAL,10,10130106
NLA06608-1108,1,Region_5,54,VI,VI,MAN-MADE,PLNLOW MAN-MADE,5,5120114
NLA06608-1108,2,Region_5,54,VI,VI,MAN-MADE,PLNLOW MAN-MADE,5,5120114
NLA06608-1111,1,Region_5,46,VI,VI,NATURAL,PLNLOW NATURAL,7,7020004
NLA06608-1113,1,Region_4,45,IX,IX,MAN-MADE,EHIGH MAN-MADE,3,3050101
NLA06608-1114,1,Region_4,75,XII,CPL,NATURAL,PLNLOW NATURAL,3,3170006
NLA06608-1115,1,Region_5,54,VI,VI,MAN-MADE,PLNLOW MAN-MADE,4,4040001
NLA06608-1119,1,Region_8,19,II,II,MAN-MADE,WMTNS MAN-MADE,14,14060002
NLA06608-1120,1,Region_7,39,XI,XI,MAN-MADE,EHIGH MAN-MADE,11,11010007
NLA06608-1122,1,Region_1,59,XIV,CPL,MAN-MADE,EHIGH MAN-MADE,1,1090003
NLA06608-1124,1,Region_6,26,IV,IVman,MAN-MADE,PLNLOW MAN-MADE,11,11080001
NLA06608-1125,1,Region_1,58,VIII,VIII,NATURAL,EHIGH NATURAL,1,1100005
NLA06608-1129,1,Region_9,23,II,II,MAN-MADE,WMTNS MAN-MADE,15,15020008
NLA06608-1130,1,Region_5,56,VII,VII,NATURAL,PLNLOW NATURAL,4,4050007
NLA06608-1131,1,Region_5,56,VII,VII,NATURAL,PLNLOW NATURAL,4,4050001
NLA06608-1134,1,Region_5,50,VIII,VIII,NATURAL,PLNLOW NATURAL,9,9020103
NLA06608-1141,1,Region_9,14,III,III,MAN-MADE,WMTNS MAN-MADE,18,18090206
NLA06608-1143,1,Region_5,50,VIII,VIII,NATURAL,PLNLOW NATURAL,7,7030001
NLA06608-1145,1,Region_3,64,IX,IX,MAN-MADE,EHIGH MAN-MADE,2,2040205
NLA06608-1147,1,Region_8,25,V,V,MAN-MADE,PLNLOW MAN-MADE,10,10190007
NLA06608-1148,1,Region_7,44,IV,IVnat,NATURAL,PLNLOW NATURAL,10,10210001
NLA06608-1150,1,Region_5,50,VIII,VIII,NATURAL,PLNLOW NATURAL,9,9030001
NLA06608-1151,1,Region_9,23,II,II,MAN-MADE,WMTNS MAN-MADE,15,15020001
NLA06608-1153,1,Region_8,41,II,II,NATURAL,WMTNS NATURAL,17,17010207
NLA06608-1155,1,Region_8,42,V,V,NATURAL,PLNLOW NATURAL,10,10130103
NLA06608-1162,1,Region_5,50,VIII,VIII,NATURAL,PLNLOW NATURAL,4,4070007
NLA06608-1163,1,Region_5,56,VII,VII,NATURAL,PLNLOW NATURAL,5,5120106
NLA06608-1164,1,Region_6,29,IX,IX,MAN-MADE,PLNLOW MAN-MADE,11,11100302
NLA06608-1166,1,Region_5,50,VIII,VIII,NATURAL,PLNLOW NATURAL,7,7050002
NLA06608-1167,1,Region_5,56,VII,VII,NATURAL,PLNLOW NATURAL,4,4100002
NLA06608-1170,1,Region_8,19,II,II,MAN-MADE,WMTNS MAN-MADE,16,16020101
NLA06608-1172,1,Region_5,71,IX,IX,MAN-MADE,EHIGH MAN-MADE,5,5120202
NLA06608-1174,1,Region_1,58,VIII,VIII,NATURAL,EHIGH NATURAL,1,1030002
NLA06608-1175,1,Region_5,51,VII,VII,NATURAL,PLNLOW NATURAL,7,7010204
NLA06608-1177,1,Region_4,65,IX,IX,MAN-MADE,PLNLOW MAN-MADE,3,3030004
NLA06608-1179,1,Region_5,54,VI,VI,MAN-MADE,PLNLOW MAN-MADE,7,7120006
NLA06608-1181,1,Region_4,45,IX,IX,MAN-MADE,EHIGH MAN-MADE,3,3020201
NLA06608-1183,1,Region_8,19,II,II,NATURAL,WMTNS NATURAL,14,14060003
NLA06608-1185,1,Region_4,75,XII,CPL,NATURAL,PLNLOW NATURAL,3,3100207
NLA06608-1189,1,Region_2,62,VIII,VIII,NATURAL,EHIGH NATURAL,2,2040104
NLA06608-1190,1,Region_10,3,I,II,MAN-MADE,WMTNS MAN-MADE,17,17090003
NLA06608-1191,1,Region_6,32,V,V,MAN-MADE,PLNLOW MAN-MADE,12,12100203
NLA06608-1195,1,Region_5,54,VI,VI,NATURAL,PLNLOW NATURAL,7,7120001
NLA06608-1198,1,Region_5,51,VII,VII,NATURAL,PLNLOW NATURAL,9,9020103
NLA06608-1199,1,Region_5,55,VI,VI,MAN-MADE,PLNLOW MAN-MADE,5,5080003
NLA06608-1204,1,Region_6,36,XI,XI,MAN-MADE,EHIGH MAN-MADE,8,8040101
NLA06608-1206,1,Region_5,50,VIII,VIII,NATURAL,PLNLOW NATURAL,4,4030111
NLA06608-1207,1,Region_5,51,VII,VII,NATURAL,PLNLOW NATURAL,7,7030005
NLA06608-1208,1,Region_7,27,V,V,MAN-MADE,PLNLOW MAN-MADE,10,10260008
NLA06608-1208,2,Region_7,27,V,V,MAN-MADE,PLNLOW MAN-MADE,10,10260008
NLA06608-1209,1,Region_3,62,VIII,VIII,MAN-MADE,EHIGH MAN-MADE,2,2040106
NLA06608-1210,1,Region_8,42,V,V,NATURAL,PLNLOW NATURAL,10,10110101
NLA06608-1217,1,Region_10,15,II,II,MAN-MADE,WMTNS MAN-MADE,17,17010216
NLA06608-1219,1,Region_8,42,V,V,MAN-MADE,PLNLOW MAN-MADE,10,10130103
NLA06608-1220,1,Region_4,65,IX,IX,MAN-MADE,PLNLOW MAN-MADE,6,6040001
NLA06608-1222,1,Region_1,84,XIV,CPL,NATURAL,PLNLOW NATURAL,1,1090002
NLA06608-1223,1,Region_7,47,VI,VI,NATURAL,PLNLOW NATURAL,7,7080203
NLA06608-1224,1,Region_6,32,V,V,MAN-MADE,PLNLOW MAN-MADE,12,12010001
NLA06608-1227,1,Region_5,55,VI,VI,MAN-MADE,PLNLOW MAN-MADE,5,5120107
NLA06608-1232,1,Region_7,72,IX,IX,MAN-MADE,PLNLOW MAN-MADE,7,7110004
NLA06608-1236,1,Region_6,22,III,III,MAN-MADE,WMTNS MAN-MADE,13,13060001
NLA06608-1238,1,Region_1,58,VIII,VIII,NATURAL,EHIGH NATURAL,1,1060001
NLA06608-1239,1,Region_5,51,VII,VII,NATURAL,PLNLOW NATURAL,7,7010204
NLA06608-1240,1,Region_6,29,IX,IX,MAN-MADE,PLNLOW MAN-MADE,11,11140104
NLA06608-1241,1,Region_4,45,IX,IX,MAN-MADE,EHIGH MAN-MADE,3,3030002
NLA06608-1242,1,Region_5,53,VII,VII,NATURAL,PLNLOW NATURAL,4,4030101
NLA06608-1243,1,Region_5,56,VII,VII,NATURAL,PLNLOW NATURAL,4,4050001
NLA06608-1244,1,Region_7,44,IV,IVnat,NATURAL,PLNLOW NATURAL,10,10150004
NLA06608-1245,1,Region_4,63,XIV,CPL,NATURAL,PLNLOW NATURAL,3,3020106
NLA06608-1255,1,Region_8,46,VI,VI,NATURAL,PLNLOW NATURAL,10,10160008
NLA06608-1256,1,Region_7,28,IV,IVman,MAN-MADE,PLNLOW MAN-MADE,11,11070101
NLA06608-1258,1,Region_5,56,VII,VII,NATURAL,PLNLOW NATURAL,4,4050006
NLA06608-1259,1,Region_8,21,II,II,NATURAL,WMTNS NATURAL,10,10180010
NLA06608-1261,1,Region_9,13,III,III,MAN-MADE,WMTNS MAN-MADE,15,15010011
NLA06608-1262,1,Region_5,50,VIII,VIII,NATURAL,PLNLOW NATURAL,7,7010106
NLA06608-1263,1,Region_4,71,IX,IX,MAN-MADE,EHIGH MAN-MADE,5,5100205
NLA06608-1266,1,Region_10,80,III,III,MAN-MADE,WMTNS MAN-MADE,17,17120007
NLA06608-1268,1,Region_7,47,VI,VI,MAN-MADE,PLNLOW MAN-MADE,7,7080106
NLA06608-1269,1,Region_9,7,I,III,MAN-MADE,WMTNS MAN-MADE,18,18020109
NLA06608-1270,1,Region_8,18,III,III,MAN-MADE,WMTNS MAN-MADE,10,10080001
NLA06608-1271,1,Region_7,47,VI,VI,NATURAL,PLNLOW NATURAL,10,10230003
NLA06608-1273,1,Region_2,64,IX,IX,MAN-MADE,EHIGH MAN-MADE,2,2030103
NLA06608-1274,1,Region_5,50,VIII,VIII,NATURAL,PLNLOW NATURAL,4,4010101
NLA06608-1278,1,Region_8,46,VI,VI,NATURAL,PLNLOW NATURAL,9,9020201
NLA06608-1279,1,Region_6,21,II,II,MAN-MADE,WMTNS MAN-MADE,13,13020202
NLA06608-1281,1,Region_10,15,II,II,NATURAL,WMTNS NATURAL,17,17010213
NLA06608-1283,1,Region_5,51,VII,VII,NATURAL,PLNLOW NATURAL,7,7030004
NLA06608-1284,1,Region_8,21,II,II,MAN-MADE,WMTNS MAN-MADE,14,14080101
NLA06608-1288,1,Region_6,35,IX,IX,MAN-MADE,PLNLOW MAN-MADE,11,11140109
NLA06608-1292,1,Region_7,40,IX,IX,MAN-MADE,PLNLOW MAN-MADE,10,10270102
NLA06608-1295,1,Region_6,24,III,III,MAN-MADE,WMTNS MAN-MADE,13,13030101
NLA06608-1297,1,Region_10,10,III,III,NATURAL,WMTNS NATURAL,17,17020016
NLA06608-1300,1,Region_6,26,IV,IVman,MAN-MADE,PLNLOW MAN-MADE,11,11080003
NLA06608-1303,1,Region_5,51,VII,VII,NATURAL,PLNLOW NATURAL,7,7040002
NLA06608-1312,1,Region_7,39,XI,XI,MAN-MADE,EHIGH MAN-MADE,7,7140102
NLA06608-1316,1,Region_4,71,IX,IX,MAN-MADE,EHIGH MAN-MADE,5,5130205
NLA06608-1319,1,Region_8,46,VI,VI,NATURAL,PLNLOW NATURAL,10,10160010
NLA06608-1321,1,Region_8,19,II,II,MAN-MADE,WMTNS MAN-MADE,14,14060009
NLA06608-1323,1,Region_4,45,IX,IX,MAN-MADE,EHIGH MAN-MADE,3,3150107
NLA06608-1326,1,Region_5,51,VII,VII,NATURAL,PLNLOW NATURAL,9,9020103
NLA06608-1329,1,Region_10,16,II,II,MAN-MADE,WMTNS MAN-MADE,17,17060210
NLA06608-1332,1,Region_4,72,IX,IX,MAN-MADE,PLNLOW MAN-MADE,5,5110006
NLA06608-1333,1,Region_2,58,VIII,VIII,MAN-MADE,EHIGH MAN-MADE,2,2010001
NLA06608-1334,1,Region_5,50,VIII,VIII,NATURAL,PLNLOW NATURAL,4,4070004
NLA06608-1334,2,Region_5,50,VIII,VIII,NATURAL,PLNLOW NATURAL,4,4070004
NLA06608-1336,1,Region_6,27,V,V,MAN-MADE,PLNLOW MAN-MADE,11,11060006
NLA06608-1338,1,Region_8,43,IV,IVnat,NATURAL,PLNLOW NATURAL,10,10070004
NLA06608-1339,1,Region_8,25,V,V,MAN-MADE,PLNLOW MAN-MADE,10,10190005
NLA06608-1342,1,Region_5,50,VIII,VIII,NATURAL,PLNLOW NATURAL,9,9030001
NLA06608-1344,1,Region_8,42,V,V,NATURAL,PLNLOW NATURAL,10,10030201
NLA06608-1346,1,Region_3,67,XI,XI,MAN-MADE,EHIGH MAN-MADE,5,5020006
NLA06608-1347,1,Region_5,50,VIII,VIII,NATURAL,PLNLOW NATURAL,4,4010202
NLA06608-1348,1,Region_3,67,XI,XI,MAN-MADE,EHIGH MAN-MADE,6,6010102
NLA06608-1349,1,Region_4,75,XII,CPL,NATURAL,PLNLOW NATURAL,3,3080101
NLA06608-1354,1,Region_8,43,IV,IVman,MAN-MADE,PLNLOW MAN-MADE,10,10080014
NLA06608-1355,1,Region_5,56,VII,VII,NATURAL,PLNLOW NATURAL,5,5120106
NLA06608-1355,2,Region_5,56,VII,VII,NATURAL,PLNLOW NATURAL,5,5120106
NLA06608-1356,1,Region_6,38,XI,XI,MAN-MADE,EHIGH MAN-MADE,11,11110104
NLA06608-1358,1,Region_5,50,VIII,VIII,NATURAL,PLNLOW NATURAL,4,4020102
NLA06608-1358,2,Region_5,50,VIII,VIII,NATURAL,PLNLOW NATURAL,4,4020102
NLA06608-1359,1,Region_5,55,VI,VI,NATURAL,PLNLOW NATURAL,5,5080001
NLA06608-1360,1,Region_7,25,V,V,MAN-MADE,PLNLOW MAN-MADE,10,10250005
NLA06608-1364,1,Region_4,71,IX,IX,MAN-MADE,EHIGH MAN-MADE,6,6040002
NLA06608-1365,1,Region_2,83,VII,VII,MAN-MADE,EHIGH MAN-MADE,4,4140202
NLA06608-1367,1,Region_8,46,VI,VI,NATURAL,PLNLOW NATURAL,7,7020003
NLA06608-1368,1,Region_6,29,IX,IX,MAN-MADE,PLNLOW MAN-MADE,11,11130210
NLA06608-1369,1,Region_4,45,IX,IX,MAN-MADE,EHIGH MAN-MADE,3,3030002
NLA06608-1370,1,Region_5,56,VII,VII,NATURAL,PLNLOW NATURAL,4,4060101
NLA06608-1372,1,Region_6,27,V,V,MAN-MADE,PLNLOW MAN-MADE,11,11130302
NLA06608-1375,1,Region_5,55,VI,VI,MAN-MADE,PLNLOW MAN-MADE,5,5060001
NLA06608-1376,1,Region_7,39,XI,XI,MAN-MADE,EHIGH MAN-MADE,7,7140104
NLA06608-1377,1,Region_8,16,II,II,NATURAL,WMTNS NATURAL,10,10020004
NLA06608-1380,1,Region_6,26,IV,IVman,MAN-MADE,PLNLOW MAN-MADE,11,11080001
NLA06608-1383,1,Region_5,51,VII,VII,NATURAL,PLNLOW NATURAL,7,7020005
NLA06608-1387,1,Region_5,56,VII,VII,NATURAL,PLNLOW NATURAL,4,4050003
NLA06608-1389,1,Region_3,63,XIV,CPL,NATURAL,PLNLOW NATURAL,2,2060007
NLA06608-1389,2,Region_3,63,XIV,CPL,NATURAL,PLNLOW NATURAL,2,2060007
NLA06608-1390,1,Region_5,51,VII,VII,NATURAL,PLNLOW NATURAL,7,7010108
NLA06608-1391,1,Region_5,61,VII,VII,NATURAL,EHIGH NATURAL,4,4110002
NLA06608-1396,1,Region_4,71,IX,IX,MAN-MADE,EHIGH MAN-MADE,5,5130204
NLA06608-1397,1,Region_9,8,II,II,MAN-MADE,WMTNS MAN-MADE,18,18070303
NLA06608-1398,1,Region_5,50,VIII,VIII,NATURAL,PLNLOW NATURAL,4,4020201
NLA06608-1401,1,Region_3,67,XI,XI,MAN-MADE,EHIGH MAN-MADE,2,2050301
NLA06608-1403,1,Region_8,25,V,V,MAN-MADE,PLNLOW MAN-MADE,10,10190006
NLA06608-1413,1,Region_4,75,XII,CPL,NATURAL,PLNLOW NATURAL,3,3080102
NLA06608-1414,1,Region_1,59,XIV,CPL,MAN-MADE,EHIGH MAN-MADE,1,1100002
NLA06608-1417,1,Region_9,7,I,III,MAN-MADE,WMTNS MAN-MADE,18,18040005
NLA06608-1420,1,Region_6,29,IX,IX,MAN-MADE,PLNLOW MAN-MADE,11,11100302
NLA06608-1421,1,Region_3,63,XIV,CPL,MAN-MADE,PLNLOW MAN-MADE,2,2040205
NLA06608-1425,1,Region_10,2,II,II,NATURAL,WMTNS NATURAL,17,17110019
NLA06608-1426,1,Region_10,1,II,II,NATURAL,WMTNS NATURAL,17,17100304
NLA06608-1432,1,Region_6,29,IX,IX,MAN-MADE,PLNLOW MAN-MADE,11,11130304
NLA06608-1434,1,Region_5,50,VIII,VIII,NATURAL,PLNLOW NATURAL,4,4060105
NLA06608-1435,1,Region_5,54,VI,VI,NATURAL,PLNLOW NATURAL,7,7120006
NLA06608-1436,1,Region_6,27,V,V,MAN-MADE,PLNLOW MAN-MADE,12,12090108
NLA06608-1439,1,Region_8,20,III,III,MAN-MADE,WMTNS MAN-MADE,14,14060003
NLA06608-1445,1,Region_10,80,III,III,MAN-MADE,WMTNS MAN-MADE,17,17120003
NLA06608-1446,1,Region_10,4,II,II,NATURAL,WMTNS NATURAL,17,17090001
NLA06608-1447,1,Region_5,51,VII,VII,NATURAL,PLNLOW NATURAL,7,7010206
NLA06608-1450,1,Region_5,56,VII,VII,NATURAL,PLNLOW NATURAL,4,4060102
NLA06608-1454,1,Region_5,46,VI,VI,NATURAL,PLNLOW NATURAL,7,7020005
NLA06608-1455,1,Region_8,21,II,II,MAN-MADE,WMTNS MAN-MADE,14,14020005
NLA06608-1460,1,Region_7,40,IX,IX,MAN-MADE,PLNLOW MAN-MADE,10,10280201
NLA06608-1461,1,Region_9,13,III,III,MAN-MADE,WMTNS MAN-MADE,18,18090102
NLA06608-1462,1,Region_8,43,IV,IVman,MAN-MADE,PLNLOW MAN-MADE,10,10100001
NLA06608-1465,1,Region_3,67,XI,XI,MAN-MADE,EHIGH MAN-MADE,2,2040106
NLA06608-1469,1,Region_4,65,IX,IX,NATURAL,PLNLOW NATURAL,3,3060106
NLA06608-1473,1,Region_10,15,II,II,MAN-MADE,WMTNS MAN-MADE,17,17010305
NLA06608-1476,1,Region_8,25,V,V,MAN-MADE,PLNLOW MAN-MADE,10,10190002
NLA06608-1481,1,Region_9,5,II,II,NATURAL,WMTNS NATURAL,18,18080003
NLA06608-1482,1,Region_4,65,IX,IX,MAN-MADE,PLNLOW MAN-MADE,3,3110203
NLA06608-1483,1,Region_8,21,II,II,MAN-MADE,WMTNS MAN-MADE,14,14010001
NLA06608-1484,1,Region_6,37,IX,IX,MAN-MADE,EHIGH MAN-MADE,11,11110202
NLA06608-1487,1,Region_5,56,VII,VII,MAN-MADE,PLNLOW MAN-MADE,4,4090005
NLA06608-1488,1,Region_6,27,V,V,MAN-MADE,PLNLOW MAN-MADE,11,11120202
NLA06608-1489,1,Region_10,2,II,II,NATURAL,WMTNS NATURAL,17,17110015
NLA06608-1492,1,Region_5,55,VI,VI,MAN-MADE,PLNLOW MAN-MADE,5,5090203
NLA06608-1496,1,Region_6,29,IX,IX,MAN-MADE,PLNLOW MAN-MADE,12,12030103
NLA06608-1499,1,Region_5,56,VII,VII,NATURAL,PLNLOW NATURAL,5,5120104
NLA06608-1504,1,Region_7,39,XI,XI,MAN-MADE,EHIGH MAN-MADE,8,8020202
NLA06608-1508,1,Region_6,26,IV,IVman,MAN-MADE,PLNLOW MAN-MADE,11,11090104
NLA06608-1510,1,Region_8,42,V,V,MAN-MADE,PLNLOW MAN-MADE,10,10060002
NLA06608-1511,1,Region_8,46,VI,VI,MAN-MADE,PLNLOW MAN-MADE,10,10160003
NLA06608-1515,1,Region_5,56,VII,VII,NATURAL,PLNLOW NATURAL,4,4050002
